Field [G], Time 0.0 s, Time 43.779 s, Time 87.107 s, Time 130.365 s, Time 173.677 s, Time 216.921 s, Time 260.225 s, Time 303.51 s, Time 346.822 s, Time 390.109 s, Time 433.35 s, Time 476.702 s, Time 519.931 s, Time 563.196 s, Time 606.495 s, Time 649.797 s, Time 693.138 s, Time 736.398 s, Time 779.627 s, Time 822.925 s, Time 866.2 s, Time 909.473 s, Time 952.771 s, Time 996.055 s, Time 1039.351 s, Time 1082.625 s, Time 1125.894 s, Time 1169.196 s, Time 1212.424 s, Time 1255.755 s, Time 1299.04 s, Time 1342.296 s, Time 1385.595 s, Time 1428.84 s, Time 1472.183 s, Time 1515.397 s, Time 1558.691 s, Time 1601.983 s, Time 1645.315 s, Time 1688.569 s
3482.0, 0.022414051366342887, 0.025832923926152298, 0.02273100546905718, 0.029019296611375502, 0.0043153239177573, 0.019794185070047328, 0.0017778962737312934, 0.009115102690710607, 0.04394497977001705, 0.005621973756818413, 0.008870309403051755, 0.016453852782851216, 0.00325292508046951, 0.015140909868054641, -0.010280303895090747, 0.0013200886111134128, 0.0029774646461595685, -0.0002703879017329706, -0.0038161937507166545, -0.009716257788441063, -0.010243558027597122, 0.02860957802927614, 0.022558704126773174, 0.030837269251756828, 0.019207902042757394, 0.02043437035457756, 0.02390641892445287, 0.025273683208295095, 0.013282468943495246, 0.006396119651749385, 0.0006728536100691453, 0.01565336523104769, 0.017124074946660833, 0.019341953833970815, 0.015092196918818026, 0.03941182169153782, 0.027693273249123674, 0.012838613544874568, 0.027953703246318417, 0.027215116268653375
3482.00390625, 0.019868513428982118, 0.02733174452633576, 0.028537911510205124, 0.02837554087818195, -0.0040715192220671, 0.02460023932243888, -0.006191242764402626, 0.016224262695952375, 0.038583624770672266, 0.014754132058482671, 0.013130891240294571, 0.025120803379103347, 0.00037813802765861203, 0.02135732973438932, -0.008694666363967698, 0.004851735839523848, 0.005195391523370937, -0.001156575819437074, 0.004195534725236694, -0.004769330780185261, 0.0011114413171807547, 0.024652036422671504, 0.02672264070127193, 0.017898270431156656, 0.021124426744631334, 0.016915827568573107, 0.020980852157318815, 0.030212419940047155, 0.016774802844687752, 0.0022485636302581073, -0.00035093095289770123, 0.017792665453823207, 0.014313172050579063, 0.021261754646446238, 0.012595800640479668, 0.04651279142027587, 0.020428497990310934, 0.014366919140471467, 0.019591430936005228, 0.021567101591677885
3482.0078125, 0.01892990774165412, 0.03168897162632266, 0.03931140122321783, 0.0161736669429179, -0.0071625295745766, 0.021196360407486715, -0.008469777687741648, 0.022981240811533556, 0.03060793351133536, 0.01567799524810395, 0.004362381215396133, 0.028655726718115265, 0.004165321882985559, 0.01812872273661708, -0.0016231816306430985, 0.004723967526065581, 0.005616371735662907, 0.014511423132207525, -9.289405211882992e-05, -0.0013179482615114384, 0.014989045825108942, 0.013699998681877379, 0.026149321346010494, 0.016268405406913433, 0.021537216680419562, 0.011775610034829164, 0.018040542892478032, 0.030274666041475537, 0.006879310772875414, -0.0065248605605425685, 0.001863719813712177, 0.010683505448581434, 0.028947558107452333, 0.012285211598352943, 0.009028116195452804, 0.03951665723078563, 0.022199235770418387, 0.014948428772236642, 0.004547531053945221, 0.020240276798072845
3482.01171875, 0.019039657446804165, 0.033091146963762044, 0.05071554222701811, 0.0005973990881151319, -0.004982277969282402, 0.022134966094814718, -0.0029478932689236703, 0.02032595316902275, 0.025967322844319247, 0.00401176539618416, 0.00163829525025395, 0.022909428723094954, 0.01534504931058351, 0.01762911586988926, 0.004722644604450602, 0.007452967657110008, 0.007167610105470268, 0.027412746680890523, 0.005261908726022956, 0.002737876663138022, 0.022910681259521202, 0.009827635950911587, 0.022853554080907626, 0.010559782683810305, 0.01712757181080876, 0.013713429455612816, 0.013943766585309908, 0.02909362816963699, 0.0015539929901470643, -0.0008571892199581199, 0.014465279242358488, 0.012234743818388802, 0.0323514370224045, 0.01848197480107866, 0.0008656866318307394, 0.04094340339773623, 0.01959636589753148, 0.013113806835400053, -0.0022340178911471643, 0.02093808835619105
3482.015625, 0.010950940371715713, 0.02660444797280411, 0.04450076041598417, -0.0019890902317643076, -0.003010059387183077, 0.023139093994172598, -0.00958693140285106, 0.020882891971276716, 0.021477413264971847, -0.0021768075300378316, 0.002191957941906418, 0.02118291843610767, 0.012473538368374101, 0.01797638359364761, 0.007775979685042909, 0.016228029903211434, 0.010841768145045684, 0.01703894246126007, 0.0025886024752039306, 0.011083768420443741, 0.02366254864256405, 0.01598508582641938, 0.019089302999791127, 0.010015948323962314, 0.014585309984049492, 0.0020111623870765812, 0.016292737886581036, 0.02963910058478573, 0.015973793802622486, 0.006994009836522023, 0.017582498479679937, 0.018814811961489306, 0.03239566451552467, 0.02871326820954413, 0.006734838774407075, 0.0378622213770312, 0.007825300506363883, 0.021361415274660962, -0.002191428453327748, 0.00791718677055353
3482.01953125, 0.015737337960498306, 0.023212035444957174, 0.03675603495405259, 0.0030757767581452646, 0.008613581026917299, 0.018840836885012598, -0.018104818966735214, 0.028498211064449292, 0.0066677552909186494, 0.003001085275623286, 0.006855501383133, 0.027219152219360186, -0.00380381715514836, 0.013363619866744196, 0.009019263658309854, 0.008278547528686472, 0.009690215268620577, 0.00918774340477993, -0.007283956822397953, 0.009745477239733477, 0.027344896958643197, 0.01584093695995365, 0.013229979189019275, 0.024892766565346138, 0.007322172780537497, -0.005779428623275922, 0.02084653162265757, 0.03463353119676318, 0.009428124820837672, 0.00710867370757431, 0.02013458863824369, 0.009821888360388534, 0.024352812988857133, 0.01538113611676468, 0.01495787638415678, 0.023399831126736367, 0.004629454614606574, 0.019996915209138752, 0.00022470311527400858, 0.004285618168797536
3482.0234375, 0.021999623375253907, 0.020805732208159903, 0.036195820041197126, 0.011477362395676385, 0.02043870224300955, 0.020303620268579625, -0.014140725138927595, 0.03380551023886942, -0.004063144984274638, 0.002935563063593408, 0.023671777100601216, 0.029928495686795648, -0.00037045324478274895, 0.021304911964765416, 0.010175730700637205, 0.013648092804534986, 0.0036425150982628265, -0.0006831778375212059, -0.00939213399445928, 0.0031555807648284886, 0.022584708254672556, 0.01846182544114877, 0.008807229877002505, 0.031005988947733768, 0.00816249514982069, -0.007052197591956308, 0.03072564314146244, 0.02797483639922682, 0.00563602679960847, 0.00495626904239282, 0.02510772453131143, -0.001311973518788498, 0.019533654294059604, 0.0022816078766913035, 0.029199129168850778, 0.023740546629291728, 0.006241301030541583, 0.016889524303621777, 0.0017448184343671865, 0.004223372067369148
3482.02734375, 0.022897277680063235, 0.00593055202207683, 0.02200698502612702, 0.01758239450156028, 0.02377705894593184, 0.025162092290595087, 0.006942684636986435, 0.029490872576701948, 0.013468960899619993, 0.01942422772091223, 0.02220899371703419, 0.031843382333368836, 0.01647203135749741, 0.02618959287159283, 0.01051480814789182, 0.014711190694719758, 0.005072537375814922, 0.00038319616326506285, -0.008515774408559659, 0.004605259705989543, 0.013888272663006986, 0.01247800942752015, 0.006792421857083752, 0.022651906913924307, 0.011002883041315898, -0.007248764228045943, 0.03300417806480144, 0.02504271741088978, 0.003097041083450698, 0.01149866191357614, 0.017264715751335022, -0.0042784916684412335, 0.014689924769750855, 0.0030727885869520797, 0.03913557262318179, 0.027983109858226333, 0.01167473046311922, 0.001142898697541327, -0.003673868500503736, 0.009121157416602535
3482.03125, 0.02883195203466945, -0.005660327286008607, 0.010743716778190977, 0.02854262251885814, 0.022669733562626897, 0.02683454675265772, 0.022122543109008443, 0.026707816620732877, 0.02350204961669508, 0.028467931036336155, 0.013506005904165622, 0.026388658181881488, 0.02108151897379934, 0.01996662078405516, 0.010464028433568664, 0.020216694560530258, 0.006152015819007157, 0.010372057387219975, -0.0017194829657605532, 0.023783611167134865, 0.015018530820522385, 0.012917008248120344, 0.0074673006409915, 0.013917796050341555, 0.024777290065297025, -0.010793515898862351, 0.01931986408236141, 0.01952902326857553, 0.005509896541450959, 0.01218828319519061, 0.021327092897187462, 0.0028634294428154807, 0.023563270333897105, 0.010019781117419909, 0.03439504058282011, 0.02054142462693293, 0.022213978268125108, -0.005401132228942743, 0.010680410099941808, 0.024202732570579727
3482.03515625, 0.032304629272252985, -0.0008198738723013701, 0.020198571974102384, 0.025841469327926418, 0.014330394026524163, 0.02291468041797027, 0.027683740855044343, 0.019790309085678495, 0.017131652552090183, 0.026392514970289764, 0.012354453027740516, 0.0340400144916705, 0.019310781193691888, 0.0032322478316242965, 0.006196894375122847, 0.021664735446390564, 0.008391237415128238, 0.019369895154222983, 0.012557807035549883, 0.0309959686563237, 0.021511782032683304, 0.008579437811742412, 0.024809392109999488, 0.011391914776589756, 0.02652509507119403, -0.01570931985640395, 0.0005149892297863857, 0.017381532769296278, 0.02659330631736498, 0.01617367174190795, 0.020757049652527525, 0.00518619185927466, 0.033640586544092355, 0.02103897912554465, 0.01970659870102219, 0.024297485431545696, 0.037144852334433584, 0.001688371112690067, 0.010523156791070099, 0.022913583048891878
