field	cf4d.spe
 335.818	 16295
 335.819	 16295
 335.820	 16310
 335.822	 16310
 335.823	 16270
 335.824	 16320
 335.825	 16310
 335.826	 16320
 335.827	 16360
 335.829	 16390
 335.830	 16350
 335.831	 16360
 335.832	 16360
 335.833	 16320
 335.834	 16310
 335.836	 16295
 335.837	 16280
 335.838	 16280
 335.839	 16270
 335.840	 16310
 335.841	 16320
 335.843	 16295
 335.844	 16295
 335.845	 16310
 335.846	 16320
 335.847	 16310
 335.849	 16320
 335.850	 16310
 335.851	 16295
 335.852	 16310
 335.853	 16320
 335.854	 16310
 335.856	 16295
 335.857	 16310
 335.858	 16295
 335.859	 16320
 335.860	 16295
 335.861	 16270
 335.863	 16280
 335.864	 16310
 335.865	 16350
 335.866	 16350
 335.867	 16335
 335.868	 16335
 335.870	 16335
 335.871	 16335
 335.872	 16335
 335.873	 16350
 335.874	 16310
 335.875	 16310
 335.877	 16320
 335.878	 16360
 335.879	 16350
 335.880	 16310
 335.881	 16320
 335.882	 16320
 335.884	 16320
 335.885	 16350
 335.886	 16335
 335.887	 16350
 335.888	 16320
 335.890	 16335
 335.891	 16350
 335.892	 16360
 335.893	 16350
 335.894	 16375
 335.895	 16390
 335.897	 16400
 335.898	 16430
 335.899	 16415
 335.900	 16360
 335.901	 16350
 335.902	 16350
 335.904	 16310
 335.905	 16335
 335.906	 16335
 335.907	 16360
 335.908	 16375
 335.909	 16390
 335.911	 16430
 335.912	 16360
 335.913	 16375
 335.914	 16375
 335.915	 16390
 335.916	 16390
 335.918	 16375
 335.919	 16350
 335.920	 16360
 335.921	 16400
 335.922	 16400
 335.924	 16400
 335.925	 16415
 335.926	 16400
 335.927	 16390
 335.928	 16390
 335.929	 16415
 335.931	 16440
 335.932	 16470
 335.933	 16415
 335.934	 16430
 335.935	 16415
 335.936	 16400
 335.938	 16440
 335.939	 16430
 335.940	 16455
 335.941	 16455
 335.942	 16470
 335.943	 16470
 335.945	 16455
 335.946	 16470
 335.947	 16455
 335.948	 16470
 335.949	 16470
 335.950	 16480
 335.952	 16535
 335.953	 16550
 335.954	 16510
 335.955	 16480
 335.956	 16480
 335.958	 16455
 335.959	 16495
 335.960	 16520
 335.961	 16520
 335.962	 16535
 335.963	 16550
 335.965	 16520
 335.966	 16535
 335.967	 16560
 335.968	 16550
 335.969	 16560
 335.970	 16535
 335.972	 16550
 335.973	 16575
 335.974	 16590
 335.975	 16560
 335.976	 16560
 335.977	 16560
 335.979	 16560
 335.980	 16575
 335.981	 16600
 335.982	 16575
 335.983	 16575
 335.984	 16560
 335.986	 16590
 335.987	 16615
 335.988	 16575
 335.989	 16575
 335.990	 16590
 335.992	 16600
 335.993	 16615
 335.994	 16630
 335.995	 16640
 335.996	 16680
 335.997	 16640
 335.999	 16655
 336.000	 16600
 336.001	 16640
 336.002	 16640
 336.003	 16640
 336.004	 16670
 336.006	 16695
 336.007	 16655
 336.008	 16680
 336.009	 16695
 336.010	 16720
 336.011	 16735
 336.013	 16720
 336.014	 16720
 336.015	 16720
 336.016	 16750
 336.017	 16760
 336.018	 16735
 336.020	 16720
 336.021	 16760
 336.022	 16760
 336.023	 16760
 336.024	 16750
 336.025	 16775
 336.027	 16760
 336.028	 16800
 336.029	 16775
 336.030	 16800
 336.031	 16815
 336.033	 16830
 336.034	 16870
 336.035	 16870
 336.036	 16855
 336.037	 16830
 336.038	 16830
 336.040	 16840
 336.041	 16840
 336.042	 16815
 336.043	 16830
 336.044	 16830
 336.045	 16840
 336.047	 16855
 336.048	 16855
 336.049	 16870
 336.050	 16870
 336.051	 16880
 336.052	 16910
 336.054	 16910
 336.055	 16880
 336.056	 16895
 336.057	 16920
 336.058	 16935
 336.059	 16920
 336.061	 16935
 336.062	 16960
 336.063	 16950
 336.064	 16960
 336.065	 16960
 336.067	 16975
 336.068	 16975
 336.069	 16960
 336.070	 16990
 336.071	 16975
 336.072	 16975
 336.074	 16950
 336.075	 16910
 336.076	 16935
 336.077	 16960
 336.078	 17000
 336.079	 17015
 336.081	 17000
 336.082	 17030
 336.083	 17055
 336.084	 17040
 336.085	 17040
 336.086	 17040
 336.088	 17070
 336.089	 17055
 336.090	 17080
 336.091	 17080
 336.092	 17040
 336.093	 17030
 336.095	 17055
 336.096	 17030
 336.097	 17070
 336.098	 17080
 336.099	 17095
 336.101	 17095
 336.102	 17095
 336.103	 17030
 336.104	 17070
 336.105	 17110
 336.106	 17135
 336.108	 17150
 336.109	 17110
 336.110	 17120
 336.111	 17135
 336.112	 17110
 336.113	 17120
 336.115	 17160
 336.116	 17150
 336.117	 17120
 336.118	 17135
 336.119	 17120
 336.120	 17160
 336.122	 17135
 336.123	 17135
 336.124	 17135
 336.125	 17190
 336.126	 17150
 336.127	 17175
 336.129	 17160
 336.130	 17175
 336.131	 17120
 336.132	 17150
 336.133	 17160
 336.135	 17190
 336.136	 17175
 336.137	 17160
 336.138	 17175
 336.139	 17175
 336.140	 17160
 336.142	 17175
 336.143	 17175
 336.144	 17190
 336.145	 17215
 336.146	 17270
 336.147	 17240
 336.149	 17190
 336.150	 17190
 336.151	 17200
 336.152	 17190
 336.153	 17175
 336.154	 17200
 336.156	 17200
 336.157	 17215
 336.158	 17230
 336.159	 17215
 336.160	 17175
 336.161	 17175
 336.163	 17175
 336.164	 17175
 336.165	 17200
 336.166	 17200
 336.167	 17175
 336.169	 17135
 336.170	 17135
 336.171	 17175
 336.172	 17175
 336.173	 17190
 336.174	 17200
 336.176	 17200
 336.177	 17240
 336.178	 17230
 336.179	 17270
 336.180	 17230
 336.181	 17190
 336.183	 17160
 336.184	 17135
 336.185	 17120
 336.186	 17160
 336.187	 17135
 336.188	 17150
 336.190	 17175
 336.191	 17160
 336.192	 17150
 336.193	 17120
 336.194	 17150
 336.195	 17150
 336.197	 17135
 336.198	 17135
 336.199	 17175
 336.200	 17135
 336.201	 17120
 336.202	 17120
 336.204	 17135
 336.205	 17135
 336.206	 17120
 336.207	 17120
 336.208	 17135
 336.210	 17135
 336.211	 17120
 336.212	 17080
 336.213	 17030
 336.214	 17000
 336.215	 17015
 336.217	 17030
 336.218	 17040
 336.219	 17055
 336.220	 17030
 336.221	 17030
 336.222	 17000
 336.224	 16990
 336.225	 17030
 336.226	 17055
 336.227	 17055
 336.228	 17030
 336.229	 16990
 336.231	 16975
 336.232	 16950
 336.233	 16910
 336.234	 16920
 336.235	 16935
 336.236	 16975
 336.238	 16960
 336.239	 16935
 336.240	 16960
 336.241	 16960
 336.242	 16935
 336.244	 16920
 336.245	 16870
 336.246	 16815
 336.247	 16830
 336.248	 16815
 336.249	 16800
 336.251	 16815
 336.252	 16815
 336.253	 16855
 336.254	 16855
 336.255	 16855
 336.256	 16830
 336.258	 16815
 336.259	 16800
 336.260	 16800
 336.261	 16760
 336.262	 16790
 336.263	 16800
 336.265	 16800
 336.266	 16790
 336.267	 16800
 336.268	 16775
 336.269	 16655
 336.270	 16640
 336.272	 16655
 336.273	 16695
 336.274	 16680
 336.275	 16695
 336.276	 16670
 336.278	 16670
 336.279	 16695
 336.280	 16680
 336.281	 16680
 336.282	 16655
 336.283	 16640
 336.285	 16600
 336.286	 16550
 336.287	 16520
 336.288	 16520
 336.289	 16510
 336.290	 16510
 336.292	 16495
 336.293	 16470
 336.294	 16495
 336.295	 16480
 336.296	 16470
 336.297	 16470
 336.299	 16415
 336.300	 16400
 336.301	 16400
 336.302	 16335
 336.303	 16320
 336.304	 16390
 336.306	 16440
 336.307	 16440
 336.308	 16430
 336.309	 16375
 336.310	 16360
 336.312	 16350
 336.313	 16310
 336.314	 16270
 336.315	 16255
 336.316	 16200
 336.317	 16240
 336.319	 16215
 336.320	 16175
 336.321	 16190
 336.322	 16175
 336.323	 16175
 336.324	 16160
 336.326	 16190
 336.327	 16175
 336.328	 16150
 336.329	 16120
 336.330	 16095
 336.331	 16095
 336.333	 16110
 336.334	 16135
 336.335	 16175
 336.336	 16135
 336.337	 16120
 336.338	 16080
 336.340	 16030
 336.341	 15975
 336.342	 15950
 336.343	 15950
 336.344	 15950
 336.345	 15975
 336.347	 15990
 336.348	 16070
 336.349	 16110
 336.350	 16110
 336.351	 16055
 336.353	 16000
 336.354	 15950
 336.355	 15920
 336.356	 15895
 336.357	 15920
 336.358	 15950
 336.360	 15935
 336.361	 15840
 336.362	 15815
 336.363	 15800
 336.364	 15800
 336.365	 15775
 336.367	 15775
 336.368	 15760
 336.369	 15790
 336.370	 15775
 336.371	 15760
 336.372	 15720
 336.374	 15695
 336.375	 15735
 336.376	 15720
 336.377	 15710
 336.378	 15695
 336.379	 15695
 336.381	 15680
 336.382	 15655
 336.383	 15615
 336.384	 15655
 336.385	 15680
 336.387	 15655
 336.388	 15640
 336.389	 15590
 336.390	 15560
 336.391	 15550
 336.392	 15535
 336.394	 15535
 336.395	 15590
 336.396	 15560
 336.397	 15550
 336.398	 15535
 336.399	 15535
 336.401	 15550
 336.402	 15600
 336.403	 15520
 336.404	 15495
 336.405	 15495
 336.406	 15470
 336.408	 15455
 336.409	 15415
 336.410	 15415
 336.411	 15415
 336.412	 15415
 336.413	 15400
 336.415	 15440
 336.416	 15400
 336.417	 15440
 336.418	 15455
 336.419	 15470
 336.421	 15430
 336.422	 15415
 336.423	 15415
 336.424	 15415
 336.425	 15430
 336.426	 15415
 336.428	 15360
 336.429	 15375
 336.430	 15360
 336.431	 15310
 336.432	 15280
 336.433	 15295
 336.435	 15350
 336.436	 15360
 336.437	 15280
 336.438	 15255
 336.439	 15270
 336.440	 15295
 336.442	 15320
 336.443	 15350
 336.444	 15360
 336.445	 15320
 336.446	 15270
 336.447	 15270
 336.449	 15270
 336.450	 15270
 336.451	 15255
 336.452	 15240
 336.453	 15230
 336.455	 15230
 336.456	 15215
 336.457	 15230
 336.458	 15230
 336.459	 15230
 336.460	 15215
 336.462	 15230
 336.463	 15230
 336.464	 15175
 336.465	 15200
 336.466	 15175
 336.467	 15150
 336.469	 15135
 336.470	 15160
 336.471	 15190
 336.472	 15160
 336.473	 15160
 336.474	 15150
 336.476	 15135
 336.477	 15150
 336.478	 15120
 336.479	 15150
 336.480	 15160
 336.481	 15190
 336.483	 15190
 336.484	 15150
 336.485	 15150
 336.486	 15175
 336.487	 15160
 336.489	 15120
 336.490	 15135
 336.491	 15120
 336.492	 15160
 336.493	 15175
 336.494	 15215
 336.496	 15240
 336.497	 15135
 336.498	 15095
 336.499	 15110
 336.500	 15160
 336.501	 15200
 336.503	 15190
 336.504	 15160
 336.505	 15135
 336.506	 15110
 336.507	 15095
 336.508	 15120
 336.510	 15150
 336.511	 15150
 336.512	 15175
 336.513	 15150
 336.514	 15160
 336.515	 15175
 336.517	 15175
 336.518	 15135
 336.519	 15135
 336.520	 15120
 336.521	 15135
 336.522	 15175
 336.524	 15190
 336.525	 15135
 336.526	 15120
 336.527	 15110
 336.528	 15160
 336.530	 15200
 336.531	 15215
 336.532	 15175
 336.533	 15160
 336.534	 15150
 336.535	 15160
 336.537	 15160
 336.538	 15215
 336.539	 15215
 336.540	 15190
 336.541	 15175
 336.542	 15200
 336.544	 15190
 336.545	 15175
 336.546	 15200
 336.547	 15190
 336.548	 15200
 336.549	 15215
 336.551	 15215
 336.552	 15175
 336.553	 15175
 336.554	 15175
 336.555	 15200
 336.556	 15255
 336.558	 15255
 336.559	 15240
 336.560	 15230
 336.561	 15150
 336.562	 15150
 336.564	 15175
 336.565	 15190
 336.566	 15230
 336.567	 15240
 336.568	 15230
 336.569	 15190
 336.571	 15200
 336.572	 15175
 336.573	 15200
 336.574	 15255
 336.575	 15280
 336.576	 15215
 336.578	 15200
 336.579	 15255
 336.580	 15240
 336.581	 15270
 336.582	 15270
 336.583	 15270
 336.585	 15255
 336.586	 15215
 336.587	 15190
 336.588	 15200
 336.589	 15230
 336.590	 15255
 336.592	 15240
 336.593	 15270
 336.594	 15270
 336.595	 15280
 336.596	 15295
 336.598	 15335
 336.599	 15310
 336.600	 15295
 336.601	 15280
 336.602	 15310
 336.603	 15295
 336.605	 15280
 336.606	 15270
 336.607	 15280
 336.608	 15280
 336.609	 15310
 336.610	 15310
 336.612	 15280
 336.613	 15310
 336.614	 15320
 336.615	 15335
 336.616	 15350
 336.617	 15320
 336.619	 15320
 336.620	 15350
 336.621	 15335
 336.622	 15350
 336.623	 15360
 336.624	 15375
 336.626	 15350
 336.627	 15295
 336.628	 15320
 336.629	 15335
 336.630	 15350
 336.632	 15360
 336.633	 15350
 336.634	 15400
 336.635	 15415
 336.636	 15415
 336.637	 15390
 336.639	 15390
 336.640	 15400
 336.641	 15400
 336.642	 15430
 336.643	 15430
 336.644	 15440
 336.646	 15430
 336.647	 15400
 336.648	 15430
 336.649	 15400
 336.650	 15390
 336.651	 15400
 336.653	 15415
 336.654	 15415
 336.655	 15390
 336.656	 15430
 336.657	 15440
 336.658	 15415
 336.660	 15440
 336.661	 15440
 336.662	 15455
 336.663	 15470
 336.664	 15455
 336.665	 15440
 336.667	 15430
 336.668	 15415
 336.669	 15440
 336.670	 15430
 336.671	 15400
 336.673	 15440
 336.674	 15495
 336.675	 15480
 336.676	 15480
 336.677	 15470
 336.678	 15440
 336.680	 15455
 336.681	 15480
 336.682	 15510
 336.683	 15480
 336.684	 15480
 336.685	 15520
 336.687	 15520
 336.688	 15480
 336.689	 15520
 336.690	 15535
 336.691	 15520
 336.692	 15495
 336.694	 15470
 336.695	 15495
 336.696	 15495
 336.697	 15495
 336.698	 15510
 336.699	 15535
 336.701	 15510
 336.702	 15510
 336.703	 15535
 336.704	 15535
 336.705	 15520
 336.707	 15510
 336.708	 15550
 336.709	 15550
 336.710	 15560
 336.711	 15560
 336.712	 15550
 336.714	 15535
 336.715	 15575
 336.716	 15590
 336.717	 15575
 336.718	 15575
 336.719	 15575
 336.721	 15520
 336.722	 15550
 336.723	 15560
 336.724	 15550
 336.725	 15550
 336.726	 15520
 336.728	 15520
 336.729	 15550
 336.730	 15550
 336.731	 15535
 336.732	 15520
 336.733	 15535
 336.735	 15520
 336.736	 15535
 336.737	 15550
 336.738	 15575
 336.739	 15575
 336.741	 15560
 336.742	 15520
 336.743	 15550
 336.744	 15600
 336.745	 15590
 336.746	 15550
 336.748	 15550
 336.749	 15560
 336.750	 15550
 336.751	 15560
 336.752	 15600
 336.753	 15600
 336.755	 15600
 336.756	 15615
 336.757	 15575
 336.758	 15550
 336.759	 15600
 336.760	 15600
 336.762	 15560
 336.763	 15575
 336.764	 15560
 336.765	 15535
 336.766	 15575
 336.767	 15615
 336.769	 15600
 336.770	 15630
 336.771	 15615
 336.772	 15640
 336.773	 15640
 336.775	 15600
 336.776	 15600
 336.777	 15615
 336.778	 15615
 336.779	 15615
 336.780	 15590
 336.782	 15560
 336.783	 15590
 336.784	 15600
 336.785	 15600
 336.786	 15600
 336.787	 15575
 336.789	 15575
 336.790	 15600
 336.791	 15600
 336.792	 15600
 336.793	 15615
 336.794	 15615
 336.796	 15655
 336.797	 15600
 336.798	 15600
 336.799	 15600
 336.800	 15615
 336.801	 15575
 336.803	 15615
 336.804	 15615
 336.805	 15655
 336.806	 15630
 336.807	 15655
 336.809	 15630
 336.810	 15600
 336.811	 15600
 336.812	 15615
 336.813	 15670
 336.814	 15655
 336.816	 15615
 336.817	 15590
 336.818	 15600
 336.819	 15630
 336.820	 15670
 336.821	 15720
 336.823	 15575
 336.824	 15560
 336.825	 15575
 336.826	 15550
 336.827	 15590
 336.828	 15600
 336.830	 15640
 336.831	 15640
 336.832	 15630
 336.833	 15590
 336.834	 15590
 336.835	 15615
 336.837	 15615
 336.838	 15615
 336.839	 15600
 336.840	 15640
 336.841	 15655
 336.842	 15615
 336.844	 15630
 336.845	 15615
 336.846	 15590
 336.847	 15590
 336.848	 15600
 336.850	 15615
 336.851	 15590
 336.852	 15590
 336.853	 15615
 336.854	 15640
 336.855	 15655
 336.857	 15590
 336.858	 15600
 336.859	 15615
 336.860	 15615
 336.861	 15615
 336.862	 15630
 336.864	 15630
 336.865	 15590
 336.866	 15615
 336.867	 15640
 336.868	 15655
 336.869	 15640
 336.871	 15670
 336.872	 15655
 336.873	 15655
 336.874	 15615
 336.875	 15590
 336.876	 15590
 336.878	 15575
 336.879	 15590
 336.880	 15575
 336.881	 15590
 336.882	 15575
 336.884	 15590
 336.885	 15615
 336.886	 15615
 336.887	 15615
 336.888	 15655
 336.889	 15630
 336.891	 15575
 336.892	 15600
 336.893	 15615
 336.894	 15600
 336.895	 15590
 336.896	 15600
 336.898	 15630
 336.899	 15615
 336.900	 15575
 336.901	 15560
 336.902	 15600
 336.903	 15615
 336.905	 15640
 336.906	 15615
 336.907	 15615
 336.908	 15640
 336.909	 15640
 336.910	 15640
 336.912	 15630
 336.913	 15655
 336.914	 15655
 336.915	 15655
 336.916	 15670
 336.918	 15655
 336.919	 15655
 336.920	 15670
 336.921	 15670
 336.922	 15655
 336.923	 15655
 336.925	 15655
 336.926	 15630
 336.927	 15600
 336.928	 15615
 336.929	 15630
 336.930	 15655
 336.932	 15640
 336.933	 15590
 336.934	 15600
 336.935	 15615
 336.936	 15630
 336.937	 15680
 336.939	 15640
 336.940	 15600
 336.941	 15590
 336.942	 15630
 336.943	 15615
 336.944	 15640
 336.946	 15680
 336.947	 15670
 336.948	 15640
 336.949	 15640
 336.950	 15640
 336.952	 15630
 336.953	 15655
 336.954	 15655
 336.955	 15640
 336.956	 15630
 336.957	 15630
 336.959	 15630
 336.960	 15655
 336.961	 15680
 336.962	 15640
 336.963	 15630
 336.964	 15640
 336.966	 15640
 336.967	 15640
 336.968	 15670
 336.969	 15680
 336.970	 15670
 336.971	 15680
 336.973	 15640
 336.974	 15670
 336.975	 15640
 336.976	 15680
 336.977	 15695
 336.978	 15695
 336.980	 15655
 336.981	 15630
 336.982	 15630
 336.983	 15640
 336.984	 15655
 336.985	 15640
 336.987	 15695
 336.988	 15720
 336.989	 15695
 336.990	 15695
 336.991	 15680
 336.993	 15680
 336.994	 15710
 336.995	 15720
 336.996	 15735
 336.997	 15710
 336.998	 15695
 337.000	 15695
 337.001	 15750
 337.002	 15710
 337.003	 15695
 337.004	 15680
 337.005	 15710
 337.007	 15680
 337.008	 15670
 337.009	 15670
 337.010	 15655
 337.011	 15680
 337.012	 15680
 337.014	 15695
 337.015	 15710
 337.016	 15735
 337.017	 15750
 337.018	 15695
 337.019	 15630
 337.021	 15640
 337.022	 15680
 337.023	 15710
 337.024	 15680
 337.025	 15695
 337.027	 15710
 337.028	 15710
 337.029	 15720
 337.030	 15735
 337.031	 15750
 337.032	 15750
 337.034	 15760
 337.035	 15760
 337.036	 15735
 337.037	 15720
 337.038	 15710
 337.039	 15710
 337.041	 15720
 337.042	 15735
 337.043	 15710
 337.044	 15710
 337.045	 15695
 337.046	 15720
 337.048	 15760
 337.049	 15790
 337.050	 15760
 337.051	 15760
 337.052	 15720
 337.053	 15750
 337.055	 15750
 337.056	 15760
 337.057	 15750
 337.058	 15720
 337.059	 15710
 337.061	 15695
 337.062	 15720
 337.063	 15720
 337.064	 15710
 337.065	 15710
 337.066	 15680
 337.068	 15735
 337.069	 15720
 337.070	 15735
 337.071	 15750
 337.072	 15720
 337.073	 15735
 337.075	 15760
 337.076	 15750
 337.077	 15735
 337.078	 15710
 337.079	 15735
 337.080	 15735
 337.082	 15710
 337.083	 15735
 337.084	 15775
 337.085	 15790
 337.086	 15775
 337.087	 15775
 337.089	 15775
 337.090	 15760
 337.091	 15720
 337.092	 15735
 337.093	 15735
 337.095	 15720
 337.096	 15735
 337.097	 15760
 337.098	 15760
 337.099	 15760
 337.100	 15760
 337.102	 15790
 337.103	 15830
 337.104	 15800
 337.105	 15800
 337.106	 15830
 337.107	 15815
 337.109	 15790
 337.110	 15775
 337.111	 15800
 337.112	 15790
 337.113	 15800
 337.114	 15800
 337.116	 15815
 337.117	 15790
 337.118	 15800
 337.119	 15790
 337.120	 15775
 337.121	 15790
 337.123	 15790
 337.124	 15815
 337.125	 15830
 337.126	 15815
 337.127	 15790
 337.129	 15775
 337.130	 15790
 337.131	 15790
 337.132	 15800
 337.133	 15840
 337.134	 15830
 337.136	 15830
 337.137	 15790
 337.138	 15790
 337.139	 15800
 337.140	 15800
 337.141	 15790
 337.143	 15775
 337.144	 15790
 337.145	 15830
 337.146	 15840
 337.147	 15830
 337.148	 15815
 337.150	 15840
 337.151	 15880
 337.152	 15840
 337.153	 15895
 337.154	 15880
 337.155	 15880
 337.157	 15830
 337.158	 15695
 337.159	 15735
 337.160	 15775
 337.161	 15830
 337.162	 15830
 337.164	 15840
 337.165	 15840
 337.166	 15855
 337.167	 15840
 337.168	 15830
 337.170	 15855
 337.171	 15870
 337.172	 15870
 337.173	 15790
 337.174	 15855
 337.175	 15880
 337.177	 15840
 337.178	 15815
 337.179	 15830
 337.180	 15855
 337.181	 15840
 337.182	 15855
 337.184	 15830
 337.185	 15855
 337.186	 15910
 337.187	 15920
 337.188	 15880
 337.189	 15880
 337.191	 15855
 337.192	 15855
 337.193	 15830
 337.194	 15840
 337.195	 15870
 337.196	 15855
 337.198	 15840
 337.199	 15830
 337.200	 15830
 337.201	 15830
 337.202	 15840
 337.204	 15830
 337.205	 15840
 337.206	 15815
 337.207	 15830
 337.208	 15855
 337.209	 15855
 337.211	 15880
 337.212	 15855
 337.213	 15880
 337.214	 15895
 337.215	 15895
 337.216	 15880
 337.218	 15870
 337.219	 15870
 337.220	 15830
 337.221	 15815
 337.222	 15840
 337.223	 15880
 337.225	 15895
 337.226	 15910
 337.227	 15870
 337.228	 15855
 337.229	 15880
 337.230	 15920
 337.232	 15935
 337.233	 15950
 337.234	 15935
 337.235	 15920
 337.236	 15895
 337.238	 15895
 337.239	 15895
 337.240	 15950
 337.241	 15935
 337.242	 15840
 337.243	 15815
 337.245	 15815
 337.246	 15840
 337.247	 15880
 337.248	 15870
 337.249	 15870
 337.250	 15870
 337.252	 15870
 337.253	 15880
 337.254	 15895
 337.255	 15910
 337.256	 15910
 337.257	 15910
 337.259	 15895
 337.260	 15895
 337.261	 15880
 337.262	 15870
 337.263	 15880
 337.264	 15880
 337.266	 15870
 337.267	 15910
 337.268	 15880
 337.269	 15920
 337.270	 15910
 337.272	 15910
 337.273	 15910
 337.274	 15880
 337.275	 15870
 337.276	 15870
 337.277	 15870
 337.279	 15880
 337.280	 15880
 337.281	 15895
 337.282	 15880
 337.283	 15870
 337.284	 15895
 337.286	 15870
 337.287	 15895
 337.288	 15920
 337.289	 15975
 337.290	 15990
 337.291	 15960
 337.293	 15910
 337.294	 15895
 337.295	 15920
 337.296	 15920
 337.297	 15895
 337.298	 15895
 337.300	 15910
 337.301	 15920
 337.302	 15910
 337.303	 15910
 337.304	 15910
 337.305	 15910
 337.307	 15870
 337.308	 15910
 337.309	 15920
 337.310	 15920
 337.311	 15935
 337.313	 15920
 337.314	 15910
 337.315	 15920
 337.316	 15920
 337.317	 15895
 337.318	 15880
 337.320	 15895
 337.321	 15935
 337.322	 15935
 337.323	 15895
 337.324	 15920
 337.325	 15935
 337.327	 15935
 337.328	 15935
 337.329	 15950
 337.330	 15920
 337.331	 15950
 337.332	 15935
 337.334	 15935
 337.335	 15960
 337.336	 15950
 337.337	 15960
 337.338	 15975
 337.339	 15975
 337.341	 15920
 337.342	 15920
 337.343	 15960
 337.344	 15975
 337.345	 15975
 337.347	 16000
 337.348	 15960
 337.349	 15950
 337.350	 15935
 337.351	 15935
 337.352	 15950
 337.354	 15975
 337.355	 15960
 337.356	 15960
 337.357	 15935
 337.358	 15975
 337.359	 15960
 337.361	 15920
 337.362	 15920
 337.363	 15950
 337.364	 15975
 337.365	 15950
 337.366	 15950
 337.368	 15950
 337.369	 15920
 337.370	 15920
 337.371	 15935
 337.372	 15935
 337.373	 15935
 337.375	 15935
 337.376	 15960
 337.377	 15960
 337.378	 15960
 337.379	 15935
 337.381	 15935
 337.382	 15910
 337.383	 15935
 337.384	 15960
 337.385	 15950
 337.386	 15950
 337.388	 15960
 337.389	 15975
 337.390	 15950
 337.391	 15920
 337.392	 15920
 337.393	 15920
 337.395	 15935
 337.396	 15975
 337.397	 15960
 337.398	 15960
 337.399	 15950
 337.400	 15960
 337.402	 15950
 337.403	 15950
 337.404	 15975
 337.405	 15990
 337.406	 16015
 337.407	 16040
 337.409	 15990
 337.410	 15870
 337.411	 15880
 337.412	 15880
 337.413	 15935
 337.415	 15950
 337.416	 15960
 337.417	 15960
 337.418	 15935
 337.419	 15960
 337.420	 15950
 337.422	 15990
 337.423	 15960
 337.424	 15960
 337.425	 15950
 337.426	 15960
 337.427	 15960
 337.429	 16015
 337.430	 16015
 337.431	 15975
 337.432	 15950
 337.433	 15935
 337.434	 15950
 337.436	 15935
 337.437	 15950
 337.438	 15975
 337.439	 15950
 337.440	 15960
 337.441	 15990
 337.443	 15990
 337.444	 15950
 337.445	 15960
 337.446	 15975
 337.447	 15975
 337.449	 15950
 337.450	 15935
 337.451	 15935
 337.452	 15935
 337.453	 15935
 337.454	 15960
 337.456	 15950
 337.457	 15935
 337.458	 15950
 337.459	 15975
 337.460	 15975
 337.461	 15990
 337.463	 15950
 337.464	 15950
 337.465	 15935
 337.466	 15950
 337.467	 15960
 337.468	 15960
 337.470	 16000
 337.471	 16015
 337.472	 15960
 337.473	 15960
 337.474	 15975
 337.475	 15975
 337.477	 15975
 337.478	 15975
 337.479	 15935
 337.480	 15935
 337.481	 15950
 337.482	 15975
 337.484	 15975
 337.485	 15935
 337.486	 15935
 337.487	 15935
 337.488	 15935
 337.490	 15960
 337.491	 15975
 337.492	 16000
 337.493	 16000
 337.494	 16030
 337.495	 16015
 337.497	 16030
 337.498	 16040
 337.499	 16000
 337.500	 15990
 337.501	 15960
 337.502	 15990
 337.504	 16000
 337.505	 15990
 337.506	 15950
 337.507	 15935
 337.508	 15960
 337.509	 15960
 337.511	 15960
 337.512	 15975
 337.513	 15960
 337.514	 15960
 337.515	 15950
 337.516	 15935
 337.518	 15960
 337.519	 15950
 337.520	 15975
 337.521	 16000
 337.522	 16000
 337.524	 15975
 337.525	 15960
 337.526	 15960
 337.527	 15960
 337.528	 15960
 337.529	 15960
 337.531	 15975
 337.532	 15960
 337.533	 15950
 337.534	 15950
 337.535	 15975
 337.536	 15975
 337.538	 15975
 337.539	 15990
 337.540	 16015
 337.541	 16000
 337.542	 15975
 337.543	 15975
 337.545	 15975
 337.546	 16000
 337.547	 16000
 337.548	 16015
 337.549	 15975
 337.550	 15960
 337.552	 15960
 337.553	 15990
 337.554	 16030
 337.555	 16055
 337.556	 16055
 337.558	 15990
 337.559	 15950
 337.560	 15935
 337.561	 15975
 337.562	 15950
 337.563	 15960
 337.565	 15975
 337.566	 15960
 337.567	 15960
 337.568	 15960
 337.569	 15950
 337.570	 15960
 337.572	 15975
 337.573	 15990
 337.574	 15975
 337.575	 15960
 337.576	 15975
 337.577	 15975
 337.579	 15960
 337.580	 15990
 337.581	 16000
 337.582	 15975
 337.583	 15990
 337.584	 15975
 337.586	 15960
 337.587	 15950
 337.588	 15960
 337.589	 16000
 337.590	 15990
 337.592	 15950
 337.593	 15975
 337.594	 15990
 337.595	 15990
 337.596	 16015
 337.597	 16030
 337.599	 16030
 337.600	 16040
 337.601	 16070
 337.602	 16040
 337.603	 16015
 337.604	 15990
 337.606	 16015
 337.607	 15990
 337.608	 16015
 337.609	 16000
 337.610	 16040
 337.611	 16000
 337.613	 16000
 337.614	 16015
 337.615	 16030
 337.616	 16040
 337.617	 16015
 337.618	 16015
 337.620	 16015
 337.621	 16040
 337.622	 15975
 337.623	 15975
 337.624	 16000
 337.625	 16000
 337.627	 16015
 337.628	 16040
 337.629	 16030
 337.630	 15990
 337.631	 15960
 337.633	 15960
 337.634	 15960
 337.635	 16000
 337.636	 15990
 337.637	 15935
 337.638	 15960
