field	cf1a.spe
 335.815	 19600
 335.816	 19590
 335.817	 19600
 335.818	 19615
 335.819	 19600
 335.820	 19640
 335.822	 19630
 335.823	 19640
 335.824	 19640
 335.825	 19630
 335.826	 19615
 335.827	 19630
 335.829	 19640
 335.830	 19640
 335.831	 19630
 335.832	 19630
 335.833	 19630
 335.834	 19655
 335.836	 19630
 335.837	 19655
 335.838	 19655
 335.839	 19640
 335.840	 19655
 335.841	 19655
 335.843	 19680
 335.844	 19670
 335.845	 19680
 335.846	 19680
 335.847	 19680
 335.849	 19670
 335.850	 19680
 335.851	 19680
 335.852	 19680
 335.853	 19655
 335.854	 19640
 335.856	 19680
 335.857	 19680
 335.858	 19680
 335.859	 19655
 335.860	 19680
 335.861	 19695
 335.863	 19720
 335.864	 19710
 335.865	 19710
 335.866	 19710
 335.867	 19710
 335.868	 19680
 335.870	 19710
 335.871	 19710
 335.872	 19735
 335.873	 19735
 335.874	 19735
 335.875	 19735
 335.877	 19720
 335.878	 19735
 335.879	 19760
 335.880	 19750
 335.881	 19735
 335.882	 19720
 335.884	 19720
 335.885	 19735
 335.886	 19735
 335.887	 19720
 335.888	 19750
 335.890	 19735
 335.891	 19735
 335.892	 19750
 335.893	 19775
 335.894	 19775
 335.895	 19750
 335.897	 19760
 335.898	 19800
 335.899	 19790
 335.900	 19790
 335.901	 19830
 335.902	 19815
 335.904	 19800
 335.905	 19790
 335.906	 19800
 335.907	 19790
 335.908	 19790
 335.909	 19800
 335.911	 19790
 335.912	 19800
 335.913	 19775
 335.914	 19790
 335.915	 19800
 335.916	 19800
 335.918	 19815
 335.919	 19830
 335.920	 19815
 335.921	 19830
 335.922	 19855
 335.924	 19840
 335.925	 19840
 335.926	 19855
 335.927	 19870
 335.928	 19895
 335.929	 19895
 335.931	 19895
 335.932	 19880
 335.933	 19870
 335.934	 19880
 335.935	 19895
 335.936	 19880
 335.938	 19895
 335.939	 19910
 335.940	 19920
 335.941	 19920
 335.942	 19950
 335.943	 19960
 335.945	 19960
 335.946	 19975
 335.947	 19975
 335.948	 19990
 335.949	 20000
 335.950	 20040
 335.952	 20040
 335.953	 20030
 335.954	 20040
 335.955	 20040
 335.956	 20070
 335.958	 20070
 335.959	 20095
 335.960	 20080
 335.961	 20095
 335.962	 20070
 335.963	 20070
 335.965	 20095
 335.966	 20135
 335.967	 20135
 335.968	 20135
 335.969	 20135
 335.970	 20135
 335.972	 20160
 335.973	 20175
 335.974	 20175
 335.975	 20200
 335.976	 20230
 335.977	 20230
 335.979	 20255
 335.980	 20280
 335.981	 20295
 335.982	 20280
 335.983	 20310
 335.984	 20295
 335.986	 20280
 335.987	 20310
 335.988	 20350
 335.989	 20360
 335.990	 20360
 335.992	 20390
 335.993	 20415
 335.994	 20430
 335.995	 20440
 335.996	 20440
 335.997	 20470
 335.999	 20455
 336.000	 20470
 336.001	 20550
 336.002	 20550
 336.003	 20575
 336.004	 20575
 336.006	 20615
 336.007	 20630
 336.008	 20640
 336.009	 20680
 336.010	 20680
 336.011	 20720
 336.013	 20735
 336.014	 20750
 336.015	 20750
 336.016	 20760
 336.017	 20775
 336.018	 20775
 336.020	 20840
 336.021	 20855
 336.022	 20870
 336.023	 20870
 336.024	 20895
 336.025	 20935
 336.027	 20960
 336.028	 20990
 336.029	 21000
 336.030	 21070
 336.031	 21070
 336.033	 21110
 336.034	 21150
 336.035	 21175
 336.036	 21190
 336.037	 21175
 336.038	 21200
 336.040	 21240
 336.041	 21280
 336.042	 21295
 336.043	 21320
 336.044	 21335
 336.045	 21375
 336.047	 21400
 336.048	 21390
 336.049	 21430
 336.050	 21440
 336.051	 21470
 336.052	 21520
 336.054	 21535
 336.055	 21600
 336.056	 21600
 336.057	 21615
 336.058	 21655
 336.059	 21710
 336.061	 21735
 336.062	 21760
 336.063	 21800
 336.064	 21855
 336.065	 21880
 336.067	 21935
 336.068	 21910
 336.069	 21935
 336.070	 21960
 336.071	 21975
 336.072	 22015
 336.074	 22055
 336.075	 22110
 336.076	 22135
 336.077	 22160
 336.078	 22200
 336.079	 22255
 336.081	 22280
 336.082	 22335
 336.083	 22390
 336.084	 22400
 336.085	 22430
 336.086	 22455
 336.088	 22480
 336.089	 22510
 336.090	 22560
 336.091	 22590
 336.092	 22615
 336.093	 22670
 336.095	 22710
 336.096	 22735
 336.097	 22775
 336.098	 22800
 336.099	 22840
 336.101	 22855
 336.102	 22895
 336.103	 22920
 336.104	 23000
 336.105	 23015
 336.106	 23055
 336.108	 23095
 336.109	 23095
 336.110	 23120
 336.111	 23190
 336.112	 23215
 336.113	 23230
 336.115	 23270
 336.116	 23320
 336.117	 23390
 336.118	 23415
 336.119	 23470
 336.120	 23510
 336.122	 23535
 336.123	 23560
 336.124	 23600
 336.125	 23640
 336.126	 23680
 336.127	 23735
 336.129	 23750
 336.130	 23775
 336.131	 23800
 336.132	 23870
 336.133	 23895
 336.135	 23920
 336.136	 23960
 336.137	 24015
 336.138	 24040
 336.139	 24070
 336.140	 24150
 336.142	 24200
 336.143	 24230
 336.144	 24270
 336.145	 24295
 336.146	 24335
 336.147	 24375
 336.149	 24390
 336.150	 24400
 336.151	 24440
 336.152	 24520
 336.153	 24575
 336.154	 24615
 336.156	 24630
 336.157	 24680
 336.158	 24695
 336.159	 24750
 336.160	 24790
 336.161	 24840
 336.163	 24895
 336.164	 24910
 336.165	 24950
 336.166	 24975
 336.167	 25000
 336.169	 25030
 336.170	 25080
 336.171	 25135
 336.172	 25160
 336.173	 25200
 336.174	 25215
 336.176	 25255
 336.177	 25280
 336.178	 25310
 336.179	 25375
 336.180	 25400
 336.181	 25440
 336.183	 25495
 336.184	 25520
 336.185	 25550
 336.186	 25575
 336.187	 25600
 336.188	 25615
 336.190	 25680
 336.191	 25710
 336.192	 25710
 336.193	 25760
 336.194	 25775
 336.195	 25790
 336.197	 25815
 336.198	 25870
 336.199	 25910
 336.200	 25920
 336.201	 25935
 336.202	 26015
 336.204	 26030
 336.205	 26070
 336.206	 26070
 336.207	 26095
 336.208	 26110
 336.210	 26110
 336.211	 26190
 336.212	 26200
 336.213	 26240
 336.214	 26280
 336.215	 26320
 336.217	 26310
 336.218	 26335
 336.219	 26360
 336.220	 26430
 336.221	 26400
 336.222	 26440
 336.224	 26440
 336.225	 26455
 336.226	 26495
 336.227	 26480
 336.228	 26510
 336.229	 26520
 336.231	 26520
 336.232	 26560
 336.233	 26575
 336.234	 26575
 336.235	 26590
 336.236	 26615
 336.238	 26640
 336.239	 26655
 336.240	 26680
 336.241	 26680
 336.242	 26710
 336.244	 26735
 336.245	 26735
 336.246	 26750
 336.247	 26750
 336.248	 26750
 336.249	 26750
 336.251	 26760
 336.252	 26750
 336.253	 26750
 336.254	 26760
 336.255	 26760
 336.256	 26750
 336.258	 26760
 336.259	 26760
 336.260	 26790
 336.261	 26775
 336.262	 26790
 336.263	 26800
 336.265	 26815
 336.266	 26800
 336.267	 26775
 336.268	 26750
 336.269	 26735
 336.270	 26750
 336.272	 26750
 336.273	 26750
 336.274	 26735
 336.275	 26735
 336.276	 26735
 336.278	 26710
 336.279	 26695
 336.280	 26680
 336.281	 26710
 336.282	 26695
 336.283	 26680
 336.285	 26640
 336.286	 26600
 336.287	 26575
 336.288	 26550
 336.289	 26550
 336.290	 26535
 336.292	 26510
 336.293	 26480
 336.294	 26455
 336.295	 26470
 336.296	 26455
 336.297	 26415
 336.299	 26390
 336.300	 26360
 336.301	 26335
 336.302	 26335
 336.303	 26320
 336.304	 26280
 336.306	 26215
 336.307	 26175
 336.308	 26175
 336.309	 26150
 336.310	 26120
 336.312	 26070
 336.313	 26040
 336.314	 26000
 336.315	 25990
 336.316	 25920
 336.317	 25855
 336.319	 25830
 336.320	 25800
 336.321	 25760
 336.322	 25695
 336.323	 25680
 336.324	 25615
 336.326	 25590
 336.327	 25560
 336.328	 25520
 336.329	 25440
 336.330	 25430
 336.331	 25400
 336.333	 25375
 336.334	 25335
 336.335	 25270
 336.336	 25230
 336.337	 25160
 336.338	 25120
 336.340	 25070
 336.341	 24975
 336.342	 24910
 336.343	 24855
 336.344	 24800
 336.345	 24735
 336.347	 24695
 336.348	 24630
 336.349	 24560
 336.350	 24495
 336.351	 24430
 336.353	 24375
 336.354	 24295
 336.355	 24240
 336.356	 24190
 336.357	 24150
 336.358	 24070
 336.360	 23960
 336.361	 23880
 336.362	 23840
 336.363	 23750
 336.364	 23695
 336.365	 23600
 336.367	 23495
 336.368	 23440
 336.369	 23360
 336.370	 23295
 336.371	 23200
 336.372	 23135
 336.374	 23080
 336.375	 23030
 336.376	 22935
 336.377	 22855
 336.378	 22775
 336.379	 22735
 336.381	 22640
 336.382	 22535
 336.383	 22455
 336.384	 22375
 336.385	 22320
 336.387	 22240
 336.388	 22175
 336.389	 22080
 336.390	 22015
 336.391	 21920
 336.392	 21840
 336.394	 21735
 336.395	 21655
 336.396	 21550
 336.397	 21455
 336.398	 21360
 336.399	 21280
 336.401	 21200
 336.402	 21000
 336.403	 20920
 336.404	 20840
 336.405	 20750
 336.406	 20695
 336.408	 20600
 336.409	 20535
 336.410	 20430
 336.411	 20360
 336.412	 20255
 336.413	 20175
 336.415	 20080
 336.416	 19920
 336.417	 19830
 336.418	 19695
 336.419	 19615
 336.421	 19480
 336.422	 19430
 336.423	 19360
 336.424	 19295
 336.425	 19215
 336.426	 19080
 336.428	 19000
 336.429	 18870
 336.430	 18790
 336.431	 18630
 336.432	 18560
 336.433	 18455
 336.435	 18390
 336.436	 18270
 336.437	 18175
 336.438	 18070
 336.439	 18000
 336.440	 17920
 336.442	 17830
 336.443	 17710
 336.444	 17575
 336.445	 17470
 336.446	 17415
 336.447	 17280
 336.449	 17175
 336.450	 17055
 336.451	 16960
 336.452	 16880
 336.453	 16775
 336.455	 16710
 336.456	 16600
 336.457	 16480
 336.458	 16390
 336.459	 16295
 336.460	 16200
 336.462	 16095
 336.463	 15975
 336.464	 15920
 336.465	 15840
 336.466	 15750
 336.467	 15680
 336.469	 15575
 336.470	 15495
 336.471	 15375
 336.472	 15270
 336.473	 15160
 336.474	 15095
 336.476	 15000
 336.477	 14880
 336.478	 14790
 336.479	 14695
 336.480	 14600
 336.481	 14535
 336.483	 14415
 336.484	 14375
 336.485	 14240
 336.486	 14175
 336.487	 14070
 336.489	 14015
 336.490	 13895
 336.491	 13815
 336.492	 13720
 336.493	 13630
 336.494	 13520
 336.496	 13415
 336.497	 13320
 336.498	 13230
 336.499	 13150
 336.500	 13080
 336.501	 13030
 336.503	 12910
 336.504	 12815
 336.505	 12750
 336.506	 12680
 336.507	 12600
 336.508	 12520
 336.510	 12440
 336.511	 12310
 336.512	 12255
 336.513	 12175
 336.514	 12110
 336.515	 12000
 336.517	 11935
 336.518	 11815
 336.519	 11750
 336.520	 11630
 336.521	 11575
 336.522	 11480
 336.524	 11455
 336.525	 11360
 336.526	 11320
 336.527	 11270
 336.528	 11190
 336.530	 11110
 336.531	 11030
 336.532	 10960
 336.533	 10855
 336.534	 10800
 336.535	 10760
 336.537	 10695
 336.538	 10615
 336.539	 10510
 336.540	 10470
 336.541	 10400
 336.542	 10335
 336.544	 10270
 336.545	 10190
 336.546	 10120
 336.547	 10055
 336.548	 10000
 336.549	 9895
 336.551	 9840
 336.552	 9775
 336.553	 9695
 336.554	 9640
 336.555	 9615
 336.556	 9590
 336.558	 9535
 336.559	 9495
 336.560	 9415
 336.561	 9360
 336.562	 9335
 336.564	 9255
 336.565	 9215
 336.566	 9175
 336.567	 9120
 336.568	 9055
 336.569	 9015
 336.571	 8975
 336.572	 8935
 336.573	 8870
 336.574	 8830
 336.575	 8775
 336.576	 8735
 336.578	 8695
 336.579	 8655
 336.580	 8615
 336.581	 8520
 336.582	 8470
 336.583	 8430
 336.585	 8360
 336.586	 8295
 336.587	 8270
 336.588	 8230
 336.589	 8200
 336.590	 8175
 336.592	 8150
 336.593	 8120
 336.594	 8110
 336.595	 8055
 336.596	 8000
 336.598	 7960
 336.599	 7895
 336.600	 7870
 336.601	 7840
 336.602	 7855
 336.603	 7815
 336.605	 7760
 336.606	 7720
 336.607	 7720
 336.608	 7670
 336.609	 7655
 336.610	 7630
 336.612	 7600
 336.613	 7575
 336.614	 7560
 336.615	 7535
 336.616	 7535
 336.617	 7470
 336.619	 7430
 336.620	 7430
 336.621	 7430
 336.622	 7390
 336.623	 7360
 336.624	 7335
 336.626	 7310
 336.627	 7295
 336.628	 7270
 336.629	 7280
 336.630	 7255
 336.632	 7230
 336.633	 7215
 336.634	 7200
 336.635	 7200
 336.636	 7200
 336.637	 7160
 336.639	 7160
 336.640	 7120
 336.641	 7135
 336.642	 7120
 336.643	 7110
 336.644	 7080
 336.646	 7095
 336.647	 7070
 336.648	 7055
 336.649	 7070
 336.650	 7040
 336.651	 7070
 336.653	 7070
 336.654	 7040
 336.655	 7015
 336.656	 7015
 336.657	 6990
 336.658	 6975
 336.660	 6990
 336.661	 7000
 336.662	 7030
 336.663	 7015
 336.664	 7000
 336.665	 6975
 336.667	 6975
 336.668	 6975
 336.669	 6975
 336.670	 6950
 336.671	 6975
 336.673	 6990
 336.674	 6990
 336.675	 7000
 336.676	 7000
 336.677	 6990
 336.678	 7000
 336.680	 7015
 336.681	 7015
 336.682	 7030
 336.683	 7030
 336.684	 7030
 336.685	 7030
 336.687	 7015
 336.688	 7015
 336.689	 7015
 336.690	 7055
 336.691	 7070
 336.692	 7070
 336.694	 7040
 336.695	 7070
 336.696	 7080
 336.697	 7080
 336.698	 7095
 336.699	 7095
 336.701	 7095
 336.702	 7095
 336.703	 7150
 336.704	 7135
 336.705	 7160
 336.707	 7175
 336.708	 7190
 336.709	 7175
 336.710	 7200
 336.711	 7230
 336.712	 7215
 336.714	 7240
 336.715	 7240
 336.716	 7255
 336.717	 7295
 336.718	 7310
 336.719	 7320
 336.721	 7310
 336.722	 7360
 336.723	 7400
 336.724	 7375
 336.725	 7390
 336.726	 7390
 336.728	 7430
 336.729	 7415
 336.730	 7415
 336.731	 7440
 336.732	 7480
 336.733	 7480
 336.735	 7520
 336.736	 7550
 336.737	 7600
 336.738	 7575
 336.739	 7590
 336.741	 7600
 336.742	 7640
 336.743	 7670
 336.744	 7680
 336.745	 7670
 336.746	 7695
 336.748	 7720
 336.749	 7735
 336.750	 7750
 336.751	 7760
 336.752	 7815
 336.753	 7830
 336.755	 7840
 336.756	 7880
 336.757	 7910
 336.758	 7910
 336.759	 7895
 336.760	 7910
 336.762	 7950
 336.763	 7975
 336.764	 8000
 336.765	 8015
 336.766	 8030
 336.767	 8040
 336.769	 8095
 336.770	 8110
 336.771	 8110
 336.772	 8150
 336.773	 8150
 336.775	 8160
 336.776	 8160
 336.777	 8190
 336.778	 8190
 336.779	 8240
 336.780	 8280
 336.782	 8310
 336.783	 8360
 336.784	 8350
 336.785	 8375
 336.786	 8390
 336.787	 8415
 336.789	 8455
 336.790	 8455
 336.791	 8470
 336.792	 8470
 336.793	 8470
 336.794	 8480
 336.796	 8495
 336.797	 8535
 336.798	 8560
 336.799	 8615
 336.800	 8615
 336.801	 8655
 336.803	 8680
 336.804	 8695
 336.805	 8720
 336.806	 8720
 336.807	 8775
 336.809	 8800
 336.810	 8815
 336.811	 8830
 336.812	 8840
 336.813	 8855
 336.814	 8895
 336.816	 8920
 336.817	 8910
 336.818	 8920
 336.819	 8950
 336.820	 8990
 336.821	 9015
 336.823	 9030
 336.824	 9040
 336.825	 9080
 336.826	 9095
 336.827	 9120
 336.828	 9110
 336.830	 9120
 336.831	 9135
 336.832	 9175
 336.833	 9200
 336.834	 9215
 336.835	 9230
 336.837	 9255
 336.838	 9255
 336.839	 9295
 336.840	 9335
 336.841	 9350
 336.842	 9360
 336.844	 9375
 336.845	 9400
 336.846	 9430
 336.847	 9415
 336.848	 9455
 336.850	 9470
 336.851	 9495
 336.852	 9535
 336.853	 9550
 336.854	 9560
 336.855	 9575
 336.857	 9590
 336.858	 9575
 336.859	 9600
 336.860	 9600
 336.861	 9630
 336.862	 9655
 336.864	 9695
 336.865	 9695
 336.866	 9710
 336.867	 9720
 336.868	 9760
 336.869	 9775
 336.871	 9800
 336.872	 9815
 336.873	 9815
 336.874	 9840
 336.875	 9855
 336.876	 9855
 336.878	 9895
 336.879	 9935
 336.880	 9935
 336.881	 9950
 336.882	 9950
 336.884	 9920
 336.885	 9975
 336.886	 9960
 336.887	 9990
 336.888	 10000
 336.889	 10030
 336.891	 10055
 336.892	 10070
 336.893	 10080
 336.894	 10110
 336.895	 10110
 336.896	 10120
 336.898	 10135
 336.899	 10150
 336.900	 10160
 336.901	 10160
 336.902	 10190
 336.903	 10200
 336.905	 10230
 336.906	 10230
 336.907	 10215
 336.908	 10270
 336.909	 10270
 336.910	 10280
 336.912	 10280
 336.913	 10295
 336.914	 10295
 336.915	 10295
 336.916	 10320
 336.918	 10335
 336.919	 10360
 336.920	 10375
 336.921	 10375
 336.922	 10390
 336.923	 10390
 336.925	 10400
 336.926	 10430
 336.927	 10440
 336.928	 10455
 336.929	 10480
 336.930	 10480
 336.932	 10495
 336.933	 10520
 336.934	 10510
 336.935	 10535
 336.936	 10550
 336.937	 10560
 336.939	 10560
 336.940	 10590
 336.941	 10600
 336.942	 10630
 336.943	 10615
 336.944	 10630
 336.946	 10630
 336.947	 10655
 336.948	 10630
 336.949	 10615
 336.950	 10655
 336.952	 10640
 336.953	 10655
 336.954	 10680
 336.955	 10695
 336.956	 10680
 336.957	 10670
 336.959	 10695
 336.960	 10720
 336.961	 10735
 336.962	 10710
 336.963	 10750
 336.964	 10735
 336.966	 10750
 336.967	 10760
 336.968	 10750
 336.969	 10775
 336.970	 10800
 336.971	 10800
 336.973	 10790
 336.974	 10840
 336.975	 10855
 336.976	 10855
 336.977	 10870
 336.978	 10935
 336.980	 10910
 336.981	 10880
 336.982	 10870
 336.983	 10895
 336.984	 10920
 336.985	 10935
 336.987	 10920
 336.988	 10920
 336.989	 10950
 336.990	 10950
 336.991	 10950
 336.993	 10950
 336.994	 10950
 336.995	 10975
 336.996	 10960
 336.997	 10960
 336.998	 11000
 337.000	 11015
 337.001	 11040
 337.002	 11070
 337.003	 11070
 337.004	 11080
 337.005	 11095
 337.007	 11095
 337.008	 11110
 337.009	 11120
 337.010	 11120
 337.011	 11110
 337.012	 11110
 337.014	 11110
 337.015	 11135
 337.016	 11120
 337.017	 11150
 337.018	 11190
 337.019	 11160
 337.021	 11160
 337.022	 11175
 337.023	 11175
 337.024	 11160
 337.025	 11160
 337.027	 11160
 337.028	 11190
 337.029	 11190
 337.030	 11175
 337.031	 11190
 337.032	 11200
 337.034	 11230
 337.035	 11240
 337.036	 11255
 337.037	 11230
 337.038	 11255
 337.039	 11270
 337.041	 11255
 337.042	 11280
 337.043	 11310
 337.044	 11295
 337.045	 11295
 337.046	 11320
 337.048	 11310
 337.049	 11335
 337.050	 11350
 337.051	 11375
 337.052	 11375
 337.053	 11375
 337.055	 11390
 337.056	 11415
 337.057	 11415
 337.058	 11430
 337.059	 11440
 337.061	 11470
 337.062	 11470
 337.063	 11455
 337.064	 11470
 337.065	 11510
 337.066	 11510
 337.068	 11510
 337.069	 11495
 337.070	 11495
 337.071	 11495
 337.072	 11510
 337.073	 11535
 337.075	 11535
 337.076	 11535
 337.077	 11560
 337.078	 11560
 337.079	 11560
 337.080	 11550
 337.082	 11560
 337.083	 11575
 337.084	 11615
 337.085	 11630
 337.086	 11655
 337.087	 11655
 337.089	 11670
 337.090	 11670
 337.091	 11670
 337.092	 11695
 337.093	 11680
 337.095	 11710
 337.096	 11735
 337.097	 11720
 337.098	 11710
 337.099	 11735
 337.100	 11760
 337.102	 11775
 337.103	 11790
 337.104	 11800
 337.105	 11815
 337.106	 11830
 337.107	 11815
 337.109	 11800
 337.110	 11800
 337.111	 11840
 337.112	 11855
 337.113	 11840
 337.114	 11840
 337.116	 11830
 337.117	 11840
 337.118	 11855
 337.119	 11880
 337.120	 11880
 337.121	 11895
 337.123	 11910
 337.124	 11935
 337.125	 11920
 337.126	 11950
 337.127	 11950
 337.129	 11975
 337.130	 11960
 337.131	 11990
 337.132	 12000
 337.133	 12015
 337.134	 12040
 337.136	 12015
 337.137	 12030
 337.138	 12040
 337.139	 12040
 337.140	 12055
 337.141	 12080
 337.143	 12070
 337.144	 12080
 337.145	 12080
 337.146	 12095
 337.147	 12110
 337.148	 12095
 337.150	 12135
 337.151	 12150
 337.152	 12190
 337.153	 12190
 337.154	 12200
 337.155	 12190
 337.157	 12190
 337.158	 12200
 337.159	 12215
 337.160	 12240
 337.161	 12255
 337.162	 12255
 337.164	 12295
 337.165	 12320
 337.166	 12310
 337.167	 12280
 337.168	 12280
 337.170	 12295
 337.171	 12320
 337.172	 12335
 337.173	 12335
 337.174	 12350
 337.175	 12375
 337.177	 12375
 337.178	 12400
 337.179	 12415
 337.180	 12430
 337.181	 12455
 337.182	 12470
 337.184	 12470
 337.185	 12470
 337.186	 12470
 337.187	 12480
 337.188	 12455
 337.189	 12480
 337.191	 12495
 337.192	 12495
 337.193	 12510
 337.194	 12520
 337.195	 12535
 337.196	 12560
 337.198	 12600
 337.199	 12615
 337.200	 12600
 337.201	 12600
 337.202	 12615
 337.204	 12655
 337.205	 12640
 337.206	 12630
 337.207	 12640
 337.208	 12670
 337.209	 12680
 337.211	 12680
 337.212	 12695
 337.213	 12710
 337.214	 12720
 337.215	 12750
 337.216	 12750
 337.218	 12750
 337.219	 12750
 337.220	 12775
 337.221	 12800
 337.222	 12815
 337.223	 12840
 337.225	 12830
 337.226	 12840
 337.227	 12840
 337.228	 12855
 337.229	 12870
 337.230	 12895
 337.232	 12910
 337.233	 12910
 337.234	 12910
 337.235	 12910
 337.236	 12910
 337.238	 12910
 337.239	 12950
 337.240	 12960
 337.241	 12975
 337.242	 13015
 337.243	 13000
 337.245	 13000
 337.246	 13000
 337.247	 13030
 337.248	 13015
 337.249	 13040
 337.250	 13070
 337.252	 13070
 337.253	 13070
 337.254	 13080
 337.255	 13070
 337.256	 13110
 337.257	 13120
 337.259	 13120
 337.260	 13110
 337.261	 13135
 337.262	 13150
 337.263	 13150
 337.264	 13190
 337.266	 13190
 337.267	 13200
 337.268	 13190
 337.269	 13200
 337.270	 13200
 337.272	 13215
 337.273	 13230
 337.274	 13230
 337.275	 13230
 337.276	 13255
 337.277	 13240
 337.279	 13255
 337.280	 13240
 337.281	 13270
 337.282	 13310
 337.283	 13335
 337.284	 13360
 337.286	 13360
 337.287	 13375
 337.288	 13360
 337.289	 13375
 337.290	 13390
 337.291	 13400
 337.293	 13400
 337.294	 13430
 337.295	 13415
 337.296	 13455
 337.297	 13455
 337.298	 13440
 337.300	 13480
 337.301	 13455
 337.302	 13495
 337.303	 13470
 337.304	 13480
 337.305	 13510
 337.307	 13535
 337.308	 13535
 337.309	 13520
 337.310	 13520
 337.311	 13520
 337.313	 13550
 337.314	 13560
 337.315	 13550
 337.316	 13550
 337.317	 13575
 337.318	 13590
 337.320	 13575
 337.321	 13590
 337.322	 13600
 337.323	 13615
 337.324	 13630
 337.325	 13640
 337.327	 13655
 337.328	 13670
 337.329	 13670
 337.330	 13695
 337.331	 13695
 337.332	 13720
 337.334	 13750
 337.335	 13750
 337.336	 13735
 337.337	 13720
 337.338	 13735
 337.339	 13775
 337.341	 13760
 337.342	 13775
 337.343	 13790
 337.344	 13775
 337.345	 13815
 337.347	 13830
 337.348	 13790
 337.349	 13790
 337.350	 13800
 337.351	 13830
 337.352	 13830
 337.354	 13840
 337.355	 13830
 337.356	 13870
 337.357	 13895
 337.358	 13910
 337.359	 13910
 337.361	 13910
 337.362	 13920
 337.363	 13910
 337.364	 13920
 337.365	 13950
 337.366	 13960
 337.368	 13920
 337.369	 13935
 337.370	 13935
 337.371	 13950
 337.372	 13950
 337.373	 13975
 337.375	 13990
 337.376	 13975
 337.377	 13990
 337.378	 13990
 337.379	 13990
 337.381	 14000
 337.382	 14000
 337.383	 14000
 337.384	 14070
 337.385	 14080
 337.386	 14070
 337.388	 14070
 337.389	 14080
 337.390	 14120
 337.391	 14120
 337.392	 14120
 337.393	 14110
 337.395	 14110
 337.396	 14095
 337.397	 14110
 337.398	 14120
 337.399	 14135
 337.400	 14160
 337.402	 14190
 337.403	 14200
 337.404	 14190
 337.405	 14160
 337.406	 14190
 337.407	 14175
 337.409	 14160
 337.410	 14215
 337.411	 14240
 337.412	 14230
 337.413	 14230
 337.415	 14215
 337.416	 14230
 337.417	 14230
 337.418	 14240
 337.419	 14255
 337.420	 14240
 337.422	 14215
 337.423	 14240
 337.424	 14280
 337.425	 14280
 337.426	 14280
 337.427	 14295
 337.429	 14320
 337.430	 14335
 337.431	 14335
 337.432	 14320
 337.433	 14310
 337.434	 14335
 337.436	 14295
 337.437	 14335
 337.438	 14350
 337.439	 14350
 337.440	 14375
 337.441	 14375
 337.443	 14390
 337.444	 14375
 337.445	 14375
 337.446	 14375
 337.447	 14415
 337.449	 14400
 337.450	 14415
 337.451	 14415
 337.452	 14415
 337.453	 14440
 337.454	 14440
 337.456	 14440
 337.457	 14440
 337.458	 14455
 337.459	 14455
 337.460	 14455
 337.461	 14455
 337.463	 14440
 337.464	 14470
 337.465	 14470
 337.466	 14510
 337.467	 14510
 337.468	 14495
 337.470	 14520
 337.471	 14520
 337.472	 14510
 337.473	 14495
 337.474	 14535
 337.475	 14535
 337.477	 14520
 337.478	 14520
 337.479	 14550
 337.480	 14550
 337.481	 14560
 337.482	 14560
 337.484	 14560
 337.485	 14575
 337.486	 14590
 337.487	 14550
 337.488	 14550
 337.490	 14575
 337.491	 14590
 337.492	 14600
 337.493	 14600
 337.494	 14615
 337.495	 14630
 337.497	 14630
 337.498	 14630
 337.499	 14630
 337.500	 14655
 337.501	 14655
 337.502	 14670
 337.504	 14655
 337.505	 14655
 337.506	 14655
 337.507	 14655
 337.508	 14655
 337.509	 14630
 337.511	 14640
 337.512	 14655
 337.513	 14670
 337.514	 14670
 337.515	 14695
 337.516	 14710
 337.518	 14720
 337.519	 14720
 337.520	 14710
 337.521	 14720
 337.522	 14735
 337.524	 14720
 337.525	 14735
 337.526	 14710
 337.527	 14735
 337.528	 14735
 337.529	 14680
 337.531	 14695
 337.532	 14695
 337.533	 14735
 337.534	 14735
 337.535	 14735
 337.536	 14750
 337.538	 14760
 337.539	 14760
 337.540	 14775
 337.541	 14800
 337.542	 14800
 337.543	 14800
 337.545	 14815
 337.546	 14790
 337.547	 14775
 337.548	 14790
 337.549	 14790
 337.550	 14790
 337.552	 14790
 337.553	 14800
 337.554	 14800
 337.555	 14830
 337.556	 14830
 337.558	 14840
 337.559	 14840
 337.560	 14840
 337.561	 14840
 337.562	 14830
 337.563	 14840
 337.565	 14870
 337.566	 14870
 337.567	 14840
 337.568	 14870
 337.569	 14880
 337.570	 14870
 337.572	 14880
 337.573	 14870
 337.574	 14895
 337.575	 14880
 337.576	 14895
 337.577	 14870
 337.579	 14880
 337.580	 14880
 337.581	 14895
 337.582	 14880
 337.583	 14895
 337.584	 14880
 337.586	 14910
 337.587	 14910
 337.588	 14935
 337.589	 14935
 337.590	 14935
 337.592	 14920
 337.593	 14920
 337.594	 14935
 337.595	 14920
 337.596	 14935
 337.597	 14910
 337.599	 14950
 337.600	 14960
 337.601	 14950
 337.602	 14950
 337.603	 14950
 337.604	 14950
 337.606	 14975
 337.607	 15000
 337.608	 14990
 337.609	 14975
 337.610	 14960
 337.611	 14975
 337.613	 14975
 337.614	 14990
 337.615	 14975
 337.616	 14975
 337.617	 14990
 337.618	 14990
 337.620	 15000
 337.621	 14990
 337.622	 15000
 337.623	 15015
 337.624	 15040
 337.625	 15040
 337.627	 15030
 337.628	 15015
 337.629	 15030
 337.630	 15055
 337.631	 15040
 337.633	 15030
 337.634	 15040
 337.635	 15040
